iter	Logloss
0	0.4733775792
1	0.3569582447
2	0.2984384722
3	0.2610238692
4	0.2278343971
5	0.209826125
6	0.1972166604
7	0.1872301756
8	0.1796249251
9	0.1725825032
10	0.1699420971
11	0.1629064298
12	0.1588659382
13	0.153359014
14	0.146121307
15	0.1397467149
16	0.1338613377
17	0.1299770226
18	0.1283500296
19	0.1253399573
20	0.1212046749
21	0.1203990395
22	0.1191337675
23	0.1173781978
24	0.1157201857
25	0.1145544687
26	0.1133226822
27	0.1120797503
28	0.1115134098
29	0.1109208049
30	0.1098353412
31	0.1082554303
32	0.1075770838
33	0.1063657279
34	0.1049637723
35	0.1044084809
36	0.1038344232
37	0.1031103687
38	0.1024274961
39	0.1013668788
40	0.1007342419
41	0.1000494871
42	0.09910725096
43	0.09852494764
44	0.09798338086
45	0.09741127856
46	0.09685173658
47	0.09641819918
48	0.09574924134
49	0.0952644332
50	0.09448182863
51	0.09394283527
52	0.09311847483
53	0.0924560527
54	0.09203922108
55	0.09163069968
56	0.09060541126
57	0.08950787272
58	0.0892233316
59	0.08866623234
60	0.0881799093
61	0.08756613287
62	0.08729791522
63	0.08685709929
64	0.08592117308
65	0.08547691049
66	0.0850252541
67	0.08458608838
68	0.08433861212
69	0.0837088242
70	0.08332769316
71	0.08329285443
72	0.08300017482
73	0.08257948913
74	0.08186572987
75	0.08147405454
76	0.08099105674
77	0.08069832293
78	0.08034601521
79	0.08009070768
80	0.07982132073
81	0.07943041513
82	0.07872132311
83	0.07832513178
84	0.07802202456
85	0.07798414859
86	0.07753154032
87	0.07712908516
88	0.07641697371
89	0.07613763388
90	0.07590421059
91	0.07584800089
92	0.07558956976
93	0.07525407348
94	0.0749856838
95	0.07467045305
96	0.07420722402
97	0.07395132021
98	0.07357825919
99	0.07300871236
100	0.0726863045
101	0.07241885527
102	0.07218270662
103	0.07174869041
104	0.07148290474
105	0.07123951004
106	0.07088536306
107	0.07070983983
108	0.0704037906
109	0.07021611639
110	0.0699129206
111	0.06968456466
112	0.06938583814
113	0.06902740155
114	0.06883901903
115	0.06860535026
116	0.06831968006
117	0.06811102756
118	0.06785417467
119	0.06758136133
120	0.06718346895
121	0.06685011107
122	0.06648968965
123	0.06627793733
124	0.06606471781
125	0.06589801196
126	0.06553257676
127	0.06519130503
128	0.06500968742
129	0.06485265207
130	0.06456840194
131	0.06434380346
132	0.06407740235
133	0.06384964194
134	0.06368910312
135	0.06346552014
136	0.06318254586
137	0.06287695812
138	0.06261900873
139	0.06241120435
140	0.06220706167
141	0.06177515731
142	0.06146067565
143	0.06119121097
144	0.06102768802
145	0.06094453461
146	0.06065290541
147	0.06051370191
148	0.06027406522
149	0.06004655646
150	0.05980627263
151	0.05951561737
152	0.05935383435
153	0.05913394582
154	0.05884614536
155	0.05862457209
156	0.05824059301
157	0.05806845307
158	0.05787877655
159	0.05764607963
160	0.05739287102
161	0.05715712179
162	0.056956978
163	0.05660134482
164	0.05637390889
165	0.05616561433
166	0.05602376576
167	0.05583665137
168	0.05570611721
169	0.05549314158
170	0.05521878291
171	0.05501494338
172	0.05489716911
173	0.0546645243
174	0.0545275629
175	0.0542740427
176	0.05412913157
177	0.05392733468
178	0.0537319506
179	0.05359843409
180	0.05336590604
181	0.0531492952
182	0.05301443311
183	0.05284331425
184	0.052611651
185	0.0524076196
186	0.05221849405
187	0.05198061496
188	0.05180048527
189	0.05161214198
190	0.05146739959
191	0.05133984446
192	0.0511820168
193	0.05100466818
194	0.05091896483
195	0.05066468619
196	0.05050907764
197	0.05025324306
198	0.05008110789
199	0.04991269677
200	0.04958551359
201	0.04941385849
202	0.04936139859
203	0.04912403658
204	0.04892341106
205	0.0487620801
206	0.04864483889
207	0.04846194181
208	0.04831592604
209	0.0480996224
210	0.04790974615
211	0.04767468889
212	0.04752813484
213	0.04735592194
214	0.04714884212
215	0.04699952618
216	0.04687234064
217	0.04675083528
218	0.0464941149
219	0.04638674675
220	0.04615240681
221	0.0459336384
222	0.04573236343
223	0.04557565045
224	0.04547587566
225	0.04540209121
226	0.04521492212
227	0.04516693792
228	0.04493456062
229	0.04474237487
230	0.04447810787
231	0.04438382472
232	0.04419847306
233	0.04406574678
234	0.04387833533
235	0.04368550226
236	0.04352390126
237	0.04341150005
238	0.04330467988
239	0.04310915345
240	0.04291486397
241	0.04278943598
242	0.04261526968
243	0.04258876838
244	0.04242453516
245	0.04227129638
246	0.04210298588
247	0.04192488691
248	0.04176674581
249	0.04156708536
250	0.0413277441
251	0.04114053359
252	0.04089912234
253	0.04072751859
254	0.04048804342
255	0.04035467876
256	0.04024897085
257	0.04015077194
258	0.03997660292
259	0.03981358893
260	0.03967837295
261	0.03958319943
262	0.03937596562
263	0.03919489632
264	0.03903917669
265	0.03888392461
266	0.0387762022
267	0.0386626309
268	0.03854814158
269	0.03835829766
270	0.03827235556
271	0.03813414937
272	0.03803322813
273	0.0378692986
274	0.03778592387
275	0.03761112961
276	0.03745311672
277	0.03731204496
278	0.03717993069
279	0.03702770548
280	0.03685343258
281	0.03677685552
282	0.03663965015
283	0.03655519868
284	0.03645450024
285	0.03632413005
286	0.03616111837
287	0.0360307828
288	0.03600639282
289	0.03587469324
290	0.03577670961
291	0.03564293068
292	0.03551515407
293	0.03534712331
294	0.03518124325
295	0.03508253058
296	0.03492352065
297	0.03478017882
298	0.03460962865
299	0.03445975146
300	0.03420378864
301	0.03403904072
